Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
PT Wahyuni Jaya Mandiri,Marketing Representatif,"Pamulang, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Paruh Waktu,"Marketing Representative, Berkomunikasi Dengan Baik, Sales Marketing Strategy","Pria/Wanita, Pendidikan Minimal D3/S1 Marketing atau jurusan terkait, Memiliki pengalaman kerja minimal 3 tahun di bidang Headhunter, Sales Representatif, Memiliki kemampuan komunikasi dan negosiasi yang baik, Mampu bekerja secara mandiri dan team",https://glints.com/id/opportunities/jobs/marketing-representatif/cb8e7c23-1aee-4874-8c36-aefa6eae3579?utm_referrer=explore
PT. Surya Lintas Pasifik,Inventory Control and Warehouse Coordinator,"Bubutan, Surabaya, Jawa Timur, Indonesia","Rp4jt-Rp5,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/inventory-control-and-warehouse-coordinator/86b9872c-abf2-41e9-a94b-63fcc07ba430?utm_referrer=explore
PT Wahyuni Jaya Mandiri,Cook Helper,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia","Rp1,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/cook-helper/6b3efbd7-487d-4de6-b37b-2894afd4caa3?utm_referrer=explore
PT Optima Technology Indonesia,Ecommerce Specialist,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp5jt-Rp8jt,Penuh Waktu,"Ecommerce, Social Media Admin, Ecommerce Platfrom, Ecommerce Management, Aktif Menggunakan Tiktok","WAJIB MENGERTI SEMUA APP SHOP DARI DASAR SAMPAI BISA BERJUALAN, WAJIB MENGERTI SEMUA ECOMMERCE, Bertugas untuk memantau konten yang telah dibuat apakah menuai pro dan kontra, serta melihat berbagai tanggapan yang masuk., Melakukan manajemen waktu dan tidak boleh sembarangan melakukan update, harus sesuai jam dan jadwal yang memang telah ditentukan sebelumnya., Admin Social Media / Media Sosial bertugas untuk menjaga komunikasi dengan para followers., Memberi respon kepada para followers agar akun media sosial yang dijalankan dapat berkembang dengan baik., Dituntut untuk selalu membuat laporan agar kinerja dari admin dapat selalu bisa diketahui perusahaan dan perubahan apa yang diperlukan., Melakukan update yang sesuai dengan permintaan perusahaan., Bisa mengatur arus keluar masuk barang di gudang.",https://glints.com/id/opportunities/jobs/ecommerce-specialist/82b08904-3a56-4cfd-bb48-2cfa476ebc8c?utm_referrer=explore
PT The Lorry Online Indonesia,Operation Executive,"Rungkut, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/operation-executive/0465069f-c76d-4e7b-88ad-5577c84fec31?utm_referrer=explore
PT Wahyuni Jaya Mandiri,Head Kitchen,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia","Rp2jt-Rp2,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/head-kitchen/c68fd0d1-db56-4046-8b14-b37836f9f83f?utm_referrer=explore
PT Redpod Indonesia,Marketing Communications,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Candidate must possess at least Diploma, Bachelor's Degree in Business Studies/Administration/Management, Marketing, Advertising/Media, Art/Design/Creative Multimedia, Mass Communications or equivalent., Required language(s): Bahasa Indonesia, English, At least 1 Year(s) of working experience in the related field is required for this position., Required Skill(s): Integrated Marketing Communications, Preferably Staff (non-management & non-supervisor) specialized in Public Relations/Communications or equivalent., Experience in Project Management, Knowledge in Digital Marketing, Strong Interpersonal and communication skills, Team Player and able to work under pressure, Full-Time position(s) available.",https://glints.com/id/opportunities/jobs/marketing-communications/7f3b9254-57a5-4a4d-a10e-4e88a9e09ce4?utm_referrer=explore
PT Pintar Pemenang Asia,Enrollment Counselor - Surakarta,"Laweyan, Surakarta, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,"Bekerja dengan calon siswa dalam proses seleksi perguruan tinggi dan berkolaborasi dengan mitra universitas untuk memfasilitasi aspek-aspek proses rekrutmen dan pendaftaran., Membangun dan menjaga hubungan dengan klien potensial dengan melakukan obrolan, panggilan, atau email untuk mengidentifikasi kebutuhan potensial mereka dan memenuhi syarat minat dan kelayakan mereka untuk mendorong penjualan., Menarik calon siswa dan pelamar dengan mengembangkan dan menerapkan strategi perekrutan internal., Memastikan pemrosesan dan evaluasi aplikasi yang akurat dan efisien, pemeliharaan dan pembaruan data siswa, integritas data menggunakan berbagai metode dan sistem, dan pendaftaran siswa., Menjelaskan proses penerimaan mahasiswa baru, meninjau persyaratan masuk dan memberikan informasi tentang bantuan keuangan., Berkoordinasi dengan agen/departemen lain untuk menyelesaikan masalah klien, menindaklanjuti, dan memastikan semua eskalasi selesai.",https://glints.com/id/opportunities/jobs/enrollment-counselor-surakarta/e47458fc-bba8-495c-a9df-76190cb8d7bd?utm_referrer=explore
Noble Academy,Staff Pendidikan,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp5jt-Rp7jt,Penuh Waktu,"Lancar Berbahasa Inggris, Computer And Networking, Good Teamwork",,https://glints.com/id/opportunities/jobs/staff-pendidikan/d66e4b1b-392f-4a03-94f5-295f86570152?utm_referrer=explore
PT Sejahtera Mitra Solusi,Sales Officer - Jawa Tengah & Yogyakarta,"Ungaran Barat, Kab. Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp5jt",Penuh Waktu,,"Melaksanakan sales survei kelayakan konsumen guna mencapai produktivitas dan kualitas yang ditetapkan serta membangun hubungan baik dengan seluruh channel distribution dan konsumen., Bersama Sales Head mempersiapkan dan melaksanakan rencana kegiatan penjualan., Memberikan penjelasan / rekomendasi produk dan mempengaruhi konsumen untuk membeli., Menawarkan produk ke konsumen saat ini, konsumen baru dan Ex konsumen., Mendapatkan order dari channel distribution, melakukan initial data ke sistem, melaksanakan survei, memverifikasi dan melengkapi dokumen konsumen dan aplikasi kredit., Membuat laporan analisa survei, menyerahkan map persetujuan kredit dan meminta approval Komite Kredit, Memonitor progress aplikasi kredit dan menginformasikan hasil keputusan kredit ke konsumen dan dealer., Menginformasikan tanggal jatuh tempo, lokasi pembayaran, dll.",https://glints.com/id/opportunities/jobs/sales-officer-jawa-tengah-and-yogyakarta/47220818-937d-47b4-aaef-f99094447d65?utm_referrer=explore
PT Sejahtera Mitra Solusi,Remedial Officer - Jawa Tengah & Yogyakarta,"Semarang Barat, Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp5jt",Penuh Waktu,,"Mengelola & bertanggung jawab atas terlaksananya kegiatan penagihan A/R overdue (keterlambatan pembayaran) secara tepat waktu., Mengunjungi nasabah dalam rangka penagihan kepada nasabah., Membantu cabang dalam proses penanganan mitra bermasalah., Mencapai target yang ditentukan oleh perusahaan.",https://glints.com/id/opportunities/jobs/remedial-officer-jawa-tengah-and-yogyakarta/633c8d4f-7ac9-4fc6-9519-83c7ca3ea455?utm_referrer=explore
Noble Academy,Staff Pendidikan,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp5jt-Rp7jt,Penuh Waktu,"Lancar Berbahasa Inggris, Computer And Networking, Good Teamwork",,https://glints.com/id/opportunities/jobs/staff-pendidikan/d66e4b1b-392f-4a03-94f5-295f86570152?utm_referrer=explore
PT Sejahtera Mitra Solusi,Sales Officer - Jawa Tengah & Yogyakarta,"Ungaran Barat, Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp5jt",Penuh Waktu,,"Melaksanakan sales survei kelayakan konsumen guna mencapai produktivitas dan kualitas yang ditetapkan serta membangun hubungan baik dengan seluruh channel distribution dan konsumen., Bersama Sales Head mempersiapkan dan melaksanakan rencana kegiatan penjualan., Memberikan penjelasan / rekomendasi produk dan mempengaruhi konsumen untuk membeli., Menawarkan produk ke konsumen saat ini, konsumen baru dan Ex konsumen., Mendapatkan order dari channel distribution, melakukan initial data ke sistem, melaksanakan survei, memverifikasi dan melengkapi dokumen konsumen dan aplikasi kredit., Membuat laporan analisa survei, menyerahkan map persetujuan kredit dan meminta approval Komite Kredit, Memonitor progress aplikasi kredit dan menginformasikan hasil keputusan kredit ke konsumen dan dealer., Menginformasikan tanggal jatuh tempo, lokasi pembayaran, dll.",https://glints.com/id/opportunities/jobs/sales-officer-jawa-tengah-and-yogyakarta/47220818-937d-47b4-aaef-f99094447d65?utm_referrer=explore
PT Sejahtera Mitra Solusi,Remedial Officer - Jawa Tengah & Yogyakarta,"Semarang Barat, Semarang, Jawa Tengah, Indonesia","Rp2,5jt-Rp5jt",Penuh Waktu,"Berorientasi Pada Target, Berpengaaman di bagian penagihan, Memiliki Kemampuan Komunikasi Yang Baik","Mengelola & bertanggung jawab atas terlaksananya kegiatan penagihan A/R overdue (keterlambatan pembayaran) secara tepat waktu., Mengunjungi nasabah dalam rangka penagihan kepada nasabah., Membantu cabang dalam proses penanganan mitra bermasalah., Mencapai target yang ditentukan oleh perusahaan.",https://glints.com/id/opportunities/jobs/remedial-officer-jawa-tengah-and-yogyakarta/633c8d4f-7ac9-4fc6-9519-83c7ca3ea455?utm_referrer=explore
BILLION ASCENT VIETNAM INDUSTRIAL LIMITED,Đại Diện Bán Hàng Quảng Cáo,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/dai-dien-ban-hang-quang-cao/4cd20515-33cc-4c81-b55a-44cbbd3dc23d?utm_referrer=explore
PT MANDIRI UTAMA FINANCE BLITAR,Kolektor Blitar,"Sanan Wetan, Blitar, Jawa Timur, Indonesia","Rp2,3jt-Rp2,3jt",Penuh Waktu,"Berani, Rajin Dan Ulet, Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan, Mampu Bernegosiasi",,https://glints.com/id/opportunities/jobs/kolektor-blitar/d91800c8-ee1a-4975-a4f6-92428c5fc529?utm_referrer=explore
Algoritmics,B2C Sales Manager,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales","Anda bertanggung jawab untuk mempresentasikan trial master class melalui Zoom kepada orang tua dan anak-anak mereka (semua materi disiapkan oleh kami);, Pelajaran ini berlangsung sekitar 40 menit hingga 1 jam, yang juga mencakup membimbing anak (didampingi oleh orang tua) melalui latihan pemrograman yang singkat, menyenangkan, dan praktis;, Presentasikan manfaat belajar di sekolah kami kepada calon klien;, Memotivasi siswa untuk belajar lebih giat.",https://glints.com/id/opportunities/jobs/b2c-sales-manager/582d70f0-1b9c-49c3-a06c-4ea9a8899b1c?utm_referrer=explore
Algoritmics,Telesales,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,,"Anda bertanggung jawab untuk mempresentasikan trial master class melalui Zoom kepada orang tua dan anak-anak mereka (semua materi disiapkan oleh kami);, Pelajaran ini berlangsung sekitar 40 menit hingga 1 jam, yang juga mencakup membimbing anak (didampingi oleh orang tua) melalui latihan pemrograman yang singkat, menyenangkan, dan praktis;, Presentasikan manfaat belajar di sekolah kami kepada calon klien;, Memotivasi siswa untuk belajar lebih giat.",https://glints.com/id/opportunities/jobs/telesales/e81253b5-53c2-4bbd-8573-0d178b180274?utm_referrer=explore
Algoritmics,Online Graphic Design Tutor,"Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia","Rp4,5jt-Rp9,5jt",Paruh Waktu,"Graphic Design, Teaching, Teacher, Good Teaching Skill","100% remote job., Teach Coding to the Indonesian kids from 5 to 17 years old (individual and group lessons)., Online teaching",https://glints.com/id/opportunities/jobs/online-graphic-design-tutor/df15c167-5345-4ac6-8df9-1494a6bfe8bb?utm_referrer=explore
Algoritmics,Online Python Teacher,"Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia","Rp4,5jt-Rp9,5jt",Paruh Waktu,,"100% remote job., Teach Coding to the Indonesian kids from 5 to 17 years old (individual and group lessons)., Online teaching",https://glints.com/id/opportunities/jobs/online-python-teacher/01538e80-ea12-44aa-b477-a61e599aff84?utm_referrer=explore
Algoritmics,Trial Class Manager,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/d697ff82-b615-4cc5-8e14-a5e0017834bd?utm_referrer=explore
Algoritmics,Trial Class Manager,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/5c046c80-a01d-4274-aeeb-42c262509406?utm_referrer=explore
Algoritmics,Trial Class Manager,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/9dc7ec3f-6f47-4484-90ac-cd2cd8617198?utm_referrer=explore
Algoritmics,Trial Class Manager,"Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/2122cfab-4359-43f5-b84c-5f4d41e3b797?utm_referrer=explore
Algoritmics,Trial Class Manager,"Candisari, Semarang, Jawa Tengah, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/0acc9ce7-f53f-47d9-83f8-f0b39cfb4bd5?utm_referrer=explore
Algoritmics,Trial Class Manager,"Tegalsari, Surabaya, Jawa Timur, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/a2d7ae44-0bb3-490b-909a-5a53f887201a?utm_referrer=explore
Algoritmics,Trial Class Manager,"Medan Deli, Medan, Sumatera Utara, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/fc89bd08-22f4-41df-9716-1f281c820669?utm_referrer=explore
Algoritmics,Trial Class Manager,"Kemantren Tegalrejo, Yogyakarta, DI Yogyakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/trial-class-manager/2ee8c305-b12d-4802-8fbb-8e5875a70f66?utm_referrer=explore
Algoritmics,Trial Class Manager,"Bukit Batu, Palangka Raya, Kalimantan Tengah, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,,,https://glints.com/id/opportunities/jobs/trial-class-manager/abdaa256-9a35-46a3-9dc8-4f36d649a5ec?utm_referrer=explore
Algoritmics,Sales Representative,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,,,https://glints.com/id/opportunities/jobs/sales-representative/b47767ed-67cf-493a-bba9-c18065f9ce4c?utm_referrer=explore
Algoritmics,Sales Representative,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,"Telesales, B2C Sales, Sales",,https://glints.com/id/opportunities/jobs/sales-representative/c5928587-9013-40c2-a6e7-cf23ba83a620?utm_referrer=explore
Algoritmics,Sales Representative,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,,,https://glints.com/id/opportunities/jobs/sales-representative/b4722671-7db7-435d-9bd9-2cea7fb1e8db?utm_referrer=explore
Algoritmics,Sales Representative,"Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia","Rp3,6jt-Rp7jt",Paruh Waktu,,,https://glints.com/id/opportunities/jobs/sales-representative/54d4ff8c-1c13-4667-92d0-dd3559f60a8c?utm_referrer=explore
BnB Koi Center,Sales Marketing,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/sales-marketing/e8426d1f-a637-4d84-811d-9ac77b59fa07?utm_referrer=explore
PT Redpod Indonesia,Retail Visual Merchandiser,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Define, design and implement a creative visual merchandising strategy that includes POS & asset design development, Create appealing and eye-catching visual displays that lead the customer through the entire store, Produce window displays, signs, interior displays, floor plans and special promotions displays, Identify key messages and set a clear image of the end result, Come up with, revise and present design ideas with assistant merchandisers, Act in alignment to the organization’s culture, products, image and target market, Monitor costs and work within budget, Oversee the production and brief staff on arranging displays, Change displays to promote new product launches and reflect festive or seasonal themes, Liaise with suppliers and source elements, Research lifestyle, demographics and design trends, Independently responsible for the overall design concept, budget, vendor, timeline and implementation., Create a Standard Operation Procedure & POP Render floor plans and working images for displays., Maintain the look of VM in all stores accordingly based on the standard and guidelines.",https://glints.com/id/opportunities/jobs/retail-visual-merchandiser/9209fdc1-1fbf-45af-8358-6dd443ce9ead?utm_referrer=explore
CV. Kukche Mitra Sukses,Mandarin Tutor / Pengajar Bahasa Mandarin Full Time (Bandung),"Andir, Bandung, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Fluent In Mandarin, Berkomunikasi Dengan Baik, Mengajar","Mempunyai kemampuan komunikasi yang baik., Berkomitmen dan mempunyai dedikasi tinggi dalam mengajar., Dapat bekerja sama dengan manajemen dalam pengarahan kurikulum dan teknis mengajar., Bersedia membuat konten untuk kebutuhan pembelajaran., Kreatif dalam metode mengajarkan materi pengajaran.",https://glints.com/id/opportunities/jobs/mandarin-tutor-pengajar-bahasa-mandarin-full-time-bandung/49376aec-5551-41cc-9895-5ac1f972c4a8?utm_referrer=explore
