id,Job_title,Company,Category,Location,Work Type,Working_type,Salary,Experience,Skills,Study_requirement,Descriptions,Link,Link_img
jt104,Administrasi Kantor,PT Karutama Selaras,Asisten Administratif (Administrasi & Dukungan Perkantoran),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Persyaratan:, Persyaratan:, Pendidikan minimal D3, semua jurusanMemiliki pengalaman kerja minimal 2 tahunMenguasai Microsoft Office (Word, Excel, PowerPoint, dll.)Familiar dengan program Administrasi kantor dan rumus-rumus ExcelMemiliki kemampuan komunikasi dan koordinasi yang baikJujur, Teliti, Cekatan, dan dapat bekerja dalam timBersedia bekerja di bawah tekananMaksimal usia 40 tahun, Pendidikan minimal D3, semua jurusan, Memiliki pengalaman kerja minimal 2 tahun, Menguasai Microsoft Office (Word, Excel, PowerPoint, dll.), Familiar dengan program Administrasi kantor dan rumus-rumus Excel, Memiliki kemampuan komunikasi dan koordinasi yang baik, Jujur, Teliti, Cekatan, dan dapat bekerja dalam tim, Bersedia bekerja di bawah tekanan, Maksimal usia 40 tahun, Deskripsi Pekerjaan:, Deskripsi Pekerjaan:, Melakukan monitoring atas semua aktivitas keuangan perusahaanMelakukan monitoring terhadap stok, PO ke supplier, dan PO dari pelangganMenjalin/menjaga hubungan dengan distributor/pelanggan cabang dengan baikMelakukan rekonsiliasi laporanMensupport serta memonitor administrasi kantorMensupport kebutuhan/operasional yang dibutuhkan oleh orang lapanganMelakukan pencatatan laporan masing-masing marketing/sales penjualan, Melakukan monitoring atas semua aktivitas keuangan perusahaan, Melakukan monitoring terhadap stok, PO ke supplier, dan PO dari pelanggan, Menjalin/menjaga hubungan dengan distributor/pelanggan cabang dengan baik, Melakukan rekonsiliasi laporan, Mensupport serta memonitor administrasi kantor, Mensupport kebutuhan/operasional yang dibutuhkan oleh orang lapangan, Melakukan pencatatan laporan masing-masing marketing/sales penjualan, ",https://www.jobstreet.co.id/id/job/71831923?type=standout&ref=search-standalone,;
jt105,Cleaning Service,PT Mindreach Consulting,Jasa Kebersihan (Keterampilan & Jasa),"Sleman, DI Yogyakarta",Kontrak,Tidak ditampilkan,"Rp 1,500,000 – Rp 1,700,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Position Overview:, Position Overview:, , Kami mencari seseorang yang berpengalaman untuk menghandle fasilitas kantor. Harus dapat bekerja pada lingkungan dengan prioritas yang cepat berubah, memiliki keterampilan administrasi dan mampu memecahkan masalah, serta memiliki kepekaan yang tinggi terkait masalah fasilitas kantor., , Persyaratan:, Persyaratan:, , Umur 19 - 28 tahun atau lebih saat melamar.Selalu ingin belajar dan berkembang.Memahami cara memperbaiki bangunan.Menjaga kantor dan memastikan kantor tetap rapi dan bersih.Pekerja keras.Dapat bekerja secara individu dan tim.Profesional.Selalu berpikir kritis dan outside the box.Memiliki inisiatif yang cukup baik.Dapat bekerja cepat.Detail dalam pekerjaan.Dapat bekerja secara shift.​Sudah mendapatkan minimal dosis 2 vaksin COVID-19.Siap ditempatkan diSleman, Yogyakarta., Umur 19 - 28 tahun atau lebih saat melamar., Selalu ingin belajar dan berkembang., Memahami cara memperbaiki bangunan., Menjaga kantor dan memastikan kantor tetap rapi dan bersih., Pekerja keras., Dapat bekerja secara individu dan tim., Profesional., Selalu berpikir kritis dan outside the box., Memiliki inisiatif yang cukup baik., Dapat bekerja cepat., Detail dalam pekerjaan., Dapat bekerja secara shift., ​Sudah mendapatkan minimal dosis 2 vaksin COVID-19., ​Sudah mendapatkan minimal dosis 2 vaksin COVID-19., Siap ditempatkan diSleman, Yogyakarta., Sleman, Yogyakarta., , Deskripsi Pekerjaan:, Deskripsi Pekerjaan:, , Menjaga kebersihan dan kerapian gedung.Mengontrol dan memastikan bahan dan peralatan kebersihan cukup selama sebulan dan aman disimpan di gudang.Memastikan peralatan digunakan sesuai keperluannya, juga merawat dan memastikan kelayakan peralatan.Melakukan pekerjaan lain jika diperlukan.Membuat daftar belanja untuk keperluan gedung dan fasilitas., Menjaga kebersihan dan kerapian gedung., Mengontrol dan memastikan bahan dan peralatan kebersihan cukup selama sebulan dan aman disimpan di gudang., Memastikan peralatan digunakan sesuai keperluannya, juga merawat dan memastikan kelayakan peralatan., Melakukan pekerjaan lain jika diperlukan., Membuat daftar belanja untuk keperluan gedung dan fasilitas., , Jam kerja:, Jam kerja:, , Senin - Jumat : 19.00 - 07.00 WIBSabtu : 19.00 - 07.00 WIB, Senin - Jumat : 19.00 - 07.00 WIB, Sabtu : 19.00 - 07.00 WIB, , Benefit:, Benefit:, , Lingkungan kerja yang terbuka dan nyaman.Manajemen tim bertaraf internasional dengan selalu terbuka.Kenaikan pangkat berdasarkan kinerja bukan senioritas., Lingkungan kerja yang terbuka dan nyaman., Manajemen tim bertaraf internasional dengan selalu terbuka., Kenaikan pangkat berdasarkan kinerja bukan senioritas., ",https://www.jobstreet.co.id/id/job/71922641?type=standout&ref=search-standalone,;
jt106,Quality Assurance (QA) - Team Member,PT.Gulbrandsen Technologies Indonesia,"Penjaminan & Kontrol Mutu (Manufaktur, Transportasi & Logistik)","Karawang, Jawa Barat",Penuh waktu,Tidak ditampilkan,"Rp 6,500,000 – Rp 8,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Requirements:, Requirements, Bachelor Degree in Chemical / Chemical EngineeringMin. 2 years experience as QA (in chemical manufacturing would be a plus)Having excellent skills in administration, site inspection, audit process, and SAP Software OperationFluent in English both writing and speakingWilling to work in shift working scheme, Bachelor Degree in Chemical / Chemical Engineering, Min. 2 years experience as QA (in chemical manufacturing would be a plus), Having excellent skills in administration, site inspection, audit process, and SAP Software Operation, Fluent in English both writing and speaking, Willing to work in shift working scheme, Key Responsibilities:, Key Responsibilities, To verify finished product labels before issuance to the production department and management of label inventoryTo conduct the internal audits at site to ensure GMP / SOP complianceTo prepare / update the Standard Operating Procedure (SOP) of QA and review the Standard Operating Procedure (SOP) of other dept. as per current guidelinesTo Monitor that every dispatch is thoroughly checked for compliance. The responsibility would include the approval of labels, COA and packaging approval prior to dispatch and release of the container for the dispatchTo review Batch Manufacturing Record and Batch Packaging Record and report non-compliance and get it reviewed by the Production team. Archival of BMR and BPR with correctionTo receive representative and prepare composite samples, Perform visual inspection and discarding control samples also maintain the recordsUsage Decision (UD) shall be done in SAP after completion of all relevant documents / activity of batch release / dispatchIPQA round for the ensure cGMP compliance and verification of observation, To verify finished product labels before issuance to the production department and management of label inventory, To conduct the internal audits at site to ensure GMP / SOP compliance, To prepare / update the Standard Operating Procedure (SOP) of QA and review the Standard Operating Procedure (SOP) of other dept. as per current guidelines, To Monitor that every dispatch is thoroughly checked for compliance. The responsibility would include the approval of labels, COA and packaging approval prior to dispatch and release of the container for the dispatch, To review Batch Manufacturing Record and Batch Packaging Record and report non-compliance and get it reviewed by the Production team. Archival of BMR and BPR with correction, To receive representative and prepare composite samples, Perform visual inspection and discarding control samples also maintain the records, Usage Decision (UD) shall be done in SAP after completion of all relevant documents / activity of batch release / dispatch, IPQA round for the ensure cGMP compliance and verification of observation, ",https://www.jobstreet.co.id/id/job/71909387?type=standout&ref=search-standalone,;
jt107,People Selection Manager,Thamrin Group,Konsultasi & HR Umum (Sumber Daya Manusia & Perekrutan),"Palembang, Sumatera Selatan",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Responsibility:, Responsibility, Develop and implement effective recruitment strategies and plans to meet the organization staffing needs, collaborate with department heads to understand their staffing requirement and ensure alignment with the company goalsIdentify and utilize various sourcing channels to attract high quality candidatesLead the recruitment end to end processSupervise and mentor the recruitment team, providing guidance and support in their daily task, Develop and implement effective recruitment strategies and plans to meet the organization staffing needs, collaborate with department heads to understand their staffing requirement and ensure alignment with the company goals, Identify and utilize various sourcing channels to attract high quality candidates, Lead the recruitment end to end process, Supervise and mentor the recruitment team, providing guidance and support in their daily task, , Requirements:, Requirements, Bachelor degree in Psychology or HR ManagementProven experience in HR recruitment and talent acquistion, with minimum 5 years in managerial roleIn depth knowledge of recruitment sourcing technique, and interview processesStrong leadership and team management experienceStrong analytical and problem solving abilities, Bachelor degree in Psychology or HR Management, Proven experience in HR recruitment and talent acquistion, with minimum 5 years in managerial role, In depth knowledge of recruitment sourcing technique, and interview processes, Strong leadership and team management experience, Strong analytical and problem solving abilities, , ",https://www.jobstreet.co.id/id/job/71926884?type=standout&ref=search-standalone,;
jt108,"TELEMARKETING (JAKARTA, SURABAYA & SEMARANG)",PT Citra Airindo Abadi,Penjualan – Outbound (Call Center & Layanan Konsumen),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Tugas dan Tanggung Jawab :, Tugas dan Tanggung Jawab :, Mencari, mengelola dan mengelolah data dalam rangka mencari peluang proyek-proyek baruMelakukan penggalian via telpon atas data-data tersebut dalam rangka menghasilkan proyek-proyek baru untuk dilanjutkan di tim sales terkaitMelakukan tugas lainnya, Mencari, mengelola dan mengelolah data dalam rangka mencari peluang proyek-proyek baru, Melakukan penggalian via telpon atas data-data tersebut dalam rangka menghasilkan proyek-proyek baru untuk dilanjutkan di tim sales terkait, Melakukan tugas lainnya, , Kualifikasi :, Kualifikasi :, Umur maksimal 35 tahunPendidikan minimal D III segala jurusanPengalaman Minimal 2 Tahun sebagai Telemarketing dengan lingkup pekerjaan sebagaimana tertulis di“tugas dan tanggung jawab”diatasMemiliki track record yang meyakinkan dalam pencapaian target calling dan peluang-peluang baruMemiliki kemampuan komunikasi yang bagus dengan artikulasi bicara yang jelas dan sistematisBisa berbahasa Inggris, minimal pasifBisa mengoperasikan Komputer (Ms. Office, Email, dan Internet) & membuat reportTerbiasa bekerja dengan target waktu dan tidak segan bekerja ekstra waktu untuk mencapainyaEnergik, mau belajar cepat & memiliki inisiatif tinggiMemilki mental yang kuat dan percaya diri yang tinggiJujur, bertanggung jawab, disiplin, detail, dan berkepribadian baikMampu bekerja dalam tekanan, baik personal maupun teamSiap bekerja dalam waktu dekatDiutamakan berdomisili di Jakbar / Jakpus untuk yang di tempatkan di JakartaProsesRecruitmentakan diselenggarakan di masing – masing area (Jakarta, Semarang, Surabaya), Umur maksimal 35 tahun, Pendidikan minimal D III segala jurusan, Pengalaman Minimal 2 Tahun sebagai Telemarketing dengan lingkup pekerjaan sebagaimana tertulis di“tugas dan tanggung jawab”diatas, “tugas dan tanggung jawab”, Memiliki track record yang meyakinkan dalam pencapaian target calling dan peluang-peluang baru, Memiliki kemampuan komunikasi yang bagus dengan artikulasi bicara yang jelas dan sistematis, Bisa berbahasa Inggris, minimal pasif, Bisa mengoperasikan Komputer (Ms. Office, Email, dan Internet) & membuat report, Terbiasa bekerja dengan target waktu dan tidak segan bekerja ekstra waktu untuk mencapainya, Energik, mau belajar cepat & memiliki inisiatif tinggi, Memilki mental yang kuat dan percaya diri yang tinggi, Jujur, bertanggung jawab, disiplin, detail, dan berkepribadian baik, Mampu bekerja dalam tekanan, baik personal maupun team, Siap bekerja dalam waktu dekat, Diutamakan berdomisili di Jakbar / Jakpus untuk yang di tempatkan di Jakarta, ProsesRecruitmentakan diselenggarakan di masing – masing area (Jakarta, Semarang, Surabaya), Recruitment, ",https://www.jobstreet.co.id/id/job/71906751?type=standout&ref=search-standalone,;
jt109,Account Manager - Based in Medan (Hybrid Working),PT Jobstreet Indonesia,Manajemen Akun & Relasi (Penjualan),"Medan, Sumatera Utara",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Client Identification and Prioritization: Utilize strategic calling techniques to identify potential clients and prioritize them based on their suitability for our services and products. Aim to identify and prioritize a minimum of 50 potential clients per week.Client Engagement: Conduct regular outbound calls to both existing and potential clients, offering JobStreet Indonesia services. Maintain a multitasking approach to effectively manage multiple Key Performance Indicators (KPIs). Achieve a minimum of 50 outbound calls per day.Contact potential and existing clients to identify their specific recruitment needs. Provide informed recommendations and advice on suitable recruitment solutions.Sales Solution Development: Align client needs with our company's products and services. Devise and formulate effective sales solutions that address client requirements and maximize value.Market Analysis: Demonstrate a comprehensive understanding of market trends and competitive forces within the industry. Apply this knowledge to adapt our offerings and remain ahead of the competition.Exceptional After-Sales Support: Provide outstanding support to clients post-sales, ensuring efficient handling of rejections and addressing any concerns promptly. Foster client satisfaction and encourage repeat business.Performance Targets: Meet or exceed targets related to revenue, job utilization and retention, and upselling and cross-selling our products. Consistently strive to achieve and surpass set objectives. Achieve a monthly revenue target, increase job utilization by 15%, and achieve a minimum upselling and cross-selling revenue of 10% per quarter.Overall Account Management: Take full responsibility for managing and nurturing client accounts throughout the entire sales cycle. Maintain accurate records of client interactions and activities. Complete a minimum of 25 account management activities per week.Outreach Methods: Utilize a combination of outreach methods, including social media, email, and phone calls, to effectively engage potential prospects and generate new leads. Generate a minimum of 20 new leads per month through outreach methods.Pipeline Management: Demonstrate a strong understanding of pipeline generation by consistently updating and managing the pipeline on a daily basis. Proactively prioritize and pursue opportunities to drive sales growthFlexible Hybrid Working Arrangements, Client Identification and Prioritization: Utilize strategic calling techniques to identify potential clients and prioritize them based on their suitability for our services and products. Aim to identify and prioritize a minimum of 50 potential clients per week., Client Engagement: Conduct regular outbound calls to both existing and potential clients, offering JobStreet Indonesia services. Maintain a multitasking approach to effectively manage multiple Key Performance Indicators (KPIs). Achieve a minimum of 50 outbound calls per day., Contact potential and existing clients to identify their specific recruitment needs. Provide informed recommendations and advice on suitable recruitment solutions., Sales Solution Development: Align client needs with our company's products and services. Devise and formulate effective sales solutions that address client requirements and maximize value., Market Analysis: Demonstrate a comprehensive understanding of market trends and competitive forces within the industry. Apply this knowledge to adapt our offerings and remain ahead of the competition., Exceptional After-Sales Support: Provide outstanding support to clients post-sales, ensuring efficient handling of rejections and addressing any concerns promptly. Foster client satisfaction and encourage repeat business., Performance Targets: Meet or exceed targets related to revenue, job utilization and retention, and upselling and cross-selling our products. Consistently strive to achieve and surpass set objectives. Achieve a monthly revenue target, increase job utilization by 15%, and achieve a minimum upselling and cross-selling revenue of 10% per quarter., Overall Account Management: Take full responsibility for managing and nurturing client accounts throughout the entire sales cycle. Maintain accurate records of client interactions and activities. Complete a minimum of 25 account management activities per week., Outreach Methods: Utilize a combination of outreach methods, including social media, email, and phone calls, to effectively engage potential prospects and generate new leads. Generate a minimum of 20 new leads per month through outreach methods., Pipeline Management: Demonstrate a strong understanding of pipeline generation by consistently updating and managing the pipeline on a daily basis. Proactively prioritize and pursue opportunities to drive sales growth, Flexible Hybrid Working Arrangements, , Qualifications, Qualifications, Bachelor degree of any majorHave 3 years of experience in Telemarketing or SalesGood verbal, non-verbal communication skillsProficient in both professional English and Bahasa IndonesiaTech savvy & Proficient in MS Office (Word, Excel, Powerpoint)Positive attitude and target-oriented personDemonstrated and proven sales resultsGrowth mindset with a track record of driving results and achieving goals, easy to adaptExperience in B2B sales or solution selling is preferredSelf-learner and resilient. Exudes passion for helping people, excellence and innovation, Bachelor degree of any major, Have 3 years of experience in Telemarketing or Sales, Good verbal, non-verbal communication skills, Proficient in both professional English and Bahasa Indonesia, Tech savvy & Proficient in MS Office (Word, Excel, Powerpoint), Positive attitude and target-oriented person, Demonstrated and proven sales results, Growth mindset with a track record of driving results and achieving goals, easy to adapt, Experience in B2B sales or solution selling is preferred, Self-learner and resilient. Exudes passion for helping people, excellence and innovation, , Additional information, Additional information, Benefits, Benefits, Attractive remuneration package – unlimited rewards for high performersExcellent benefits! Genuine care cultureHybrid Working Arrangements. No Shifting, Working Monday to Friday during office hoursSmart Casual Outfit everyday, Attractive remuneration package – unlimited rewards for high performers, Excellent benefits! Genuine care culture, Hybrid Working Arrangements. No Shifting, Working Monday to Friday during office hours, Smart Casual Outfit everyday, ",https://www.jobstreet.co.id/id/job/71920121?type=standout&ref=search-standalone,;
jt110,Staff Produksi,PT PROPERTINDO PRIMA PERKASA (PRIMA GROUP),Asisten Ritel (Ritel & Produk Konsumen),"Jakarta Barat, Jakarta Raya",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Kualifikasi :1. Usia max 25 tahun2. Diutamakan Lulusan SMK Tata Boga3. Memiliki pengalaman min. 1 tahun dibidang FnB4. Sehat Jasmani dan Rohani5. Jujur, Rajin, Cekatan dan Inisiatif6. Mampu bekerja lembur dan bekerja dihari libur apabila diperlukan.7. Memiliki kendraan pribadi (Motor)8. Diutamakan berdimosili Jakarta Barat., ",https://www.jobstreet.co.id/id/job/71861554?type=standout&ref=search-standalone,;
jt111,HEAD FINANCE & ACCOUNTING,Asia Best Indonesia,Akuntansi & Pelaporan Finansial (Akuntansi),"Medan Kota, Sumatera Utara",Penuh waktu,Tidak ditampilkan,"Rp 11,000,000 – Rp 15,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Kami merupakan perusahaan retail Fast Moving Consumer Goods (FMCG) & Baby Shop yang sedang tumbuh dan berkembang memanggil Anda yang memiliki kemampuan dan profil yang sesuai untuk mengembangkan karir bersama kami., Kami merupakan perusahaan retail Fast Moving Consumer Goods (FMCG) & Baby Shop yang sedang tumbuh dan berkembang memanggil Anda yang memiliki kemampuan dan profil yang sesuai untuk mengembangkan karir bersama kami., , KUALIFIKASI :- Pria/Wanita usia maksimal 40 tahun- Pernah bekerja minimal 1 tahun di kantor konsultan pajak/kantor akuntan publik- Mampu dan pernah memimpin tim- Pernah menjadi kepala Finance & Accounting- Memahami prinsip dan prosedur akuntansi- Menguasai penyusunan laporan keuangan/jurnal akuntansi- Teliti, cekatan dan bertanggung jawab- Pendidikan min. S1 Akuntansi/Finance- Memiliki Sertifikat Brevet A & B- Pengalaman minimal 3 tahun di bidangnya- Berdomisili di Medan, Sumatera utara., , Yang kami tawarkan kepada Kandidat yang tepat :, Salary up to Rp.15.000.000,-, Benefit : BPJS, Insentif, Bonus Tahunan, Training dll, ",https://www.jobstreet.co.id/id/job/71889858?type=standout&ref=search-standalone,;
jt112,Compensation & Benefit Manager,PT. Meratus Line & Group,Remunerasi & Tunjangan (Sumber Daya Manusia & Perekrutan),"Surabaya, Jawa Timur",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Job Accountability, Planning, developing, and oversee programs to pay employeesCompensation & Benefit policy makerBusiness Partnering for strategic Salary and Benefit Budget and Models especially in Incentive and system rewardsPlanning and monitoring several compensation such as salary, allowance, Propose bonusesManaging claim / reimbursement, Insurance liaison, Planning, developing, and oversee programs to pay employees, Compensation & Benefit policy maker, Business Partnering for strategic Salary and Benefit Budget and Models especially in Incentive and system rewards, Planning and monitoring several compensation such as salary, allowance, Propose bonuses, Managing claim / reimbursement, Insurance liaison, , ",https://www.jobstreet.co.id/id/job/71887559?type=standout&ref=search-standalone,;
jt113,Senior Financial Controller,PT Indo Partners Plantation Services,Manajer & Kontroler Finansial (Akuntansi),"Palembang, Sumatera Selatan",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"We are looking for an experienced Financial Controller to oversee financial aspects and drive the company’s financial strategy and planning. You will be responsible for assessing the financial performance of the company as well as possible risks and investments. You are reliable professional with broad knowledge to all accounting, financial and business principles. You are strategic thinker and effective leader who can make the most effective decisions., , Job Responsibilities :, Job Responsibilities :, Drive the financial planning of the company by analyzing its performance and risksLead the Team to deliver timely and detailed reports on financial performance on monthly, quarterly and annual basisCoordinate and direct the preparation of the budget and financial forecasts and report variancesConduct analysis to make forecasts and strategic financial and business insightsDevelop and document business processes and accounting policies to maintain and strengthen internal controlsAdditional controller duties as necessary, Drive the financial planning of the company by analyzing its performance and risks, Lead the Team to deliver timely and detailed reports on financial performance on monthly, quarterly and annual basis, Coordinate and direct the preparation of the budget and financial forecasts and report variances, Conduct analysis to make forecasts and strategic financial and business insights, Develop and document business processes and accounting policies to maintain and strengthen internal controls, Additional controller duties as necessary, , Job Requirements :, Job Requirements :, Min. Degree holder majoring in accounting, finance or relevant field with more than 8 – 12 years of relevant working experiencePrior experience in farming/agriculture/manufacturing industries or large scale organization is an advantageIn-depth knowledge of corporate finance and accounting principles and best practicesSound strategic and decision making capabilityHands-on, driven and influential leaderAbility to communicate in both Bahasa Indonesia and English (min. conversational) is preferred.Willing to be based in Palembang or other cities in Sumatra, and travel when necessary, Min. Degree holder majoring in accounting, finance or relevant field with more than 8 – 12 years of relevant working experience, Prior experience in farming/agriculture/manufacturing industries or large scale organization is an advantage, In-depth knowledge of corporate finance and accounting principles and best practices, Sound strategic and decision making capability, Hands-on, driven and influential leader, Ability to communicate in both Bahasa Indonesia and English (min. conversational) is preferred., Willing to be based in Palembang or other cities in Sumatra, and travel when necessary, ",https://www.jobstreet.co.id/id/job/71904661?type=standout&ref=search-standalone,;
jt114,Staff Admin Finance,PT Nipsea Paint and Chemical (Nippon Paint),Pegawai/Staf Akuntansi (Akuntansi),"Gresik, Jawa Timur",Penuh waktu,Tidak ditampilkan,"Rp 4,500,000 – Rp 5,000,000 per month",Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Staff Admin Finance(Diutamakan ResidentialGresik), Staff Admin Finance, Gresik), Job Qualifications:, Job Qualifications:, Attention to detailMinimum work experience2 years is a mustExcellent analytical and numeral skillsKnowledge of SAP system is a plusStrong ethics with an ability to manage confidential dataSolid knowledge of financial and accounting proceduresUnderstand accounting & tax systemProactive and disciplineGood attention to detailEnjoy routine work with numbersGood logical thinking, Attention to detail, Minimum work experience2 years is a must, 2 years is a must, Excellent analytical and numeral skills, Knowledge of SAP system is a plus, Strong ethics with an ability to manage confidential data, Solid knowledge of financial and accounting procedures, Understand accounting & tax system, Proactive and discipline, Good attention to detail, Enjoy routine work with numbers, Good logical thinking, Job Description:, Job Description:, Input incoming and outgoing transaction effectively on a daily basisEnsures all invoice processed & paid timelyPrepare payment to vendor/supplier, ensure all payment paid on timeRecord accounts payable and account receivableAssisting with reconciliations & reporting and others related tasksProvide administrative support Responsible for maintaining daily activities, accounting, finance, and administrative services, Input incoming and outgoing transaction effectively on a daily basis, Ensures all invoice processed & paid timely, Prepare payment to vendor/supplier, ensure all payment paid on time, Record accounts payable and account receivable, Assisting with reconciliations & reporting and others related tasks, Provide administrative support Responsible for maintaining daily activities, accounting, finance, and administrative services, ",https://www.jobstreet.co.id/id/job/71806259?type=standout&ref=search-standalone,;
jt115,Health Safety Environment (HSE) / K3,PT Hon Chuan Indonesia,"Kesehatan, Keamanan & Lingkungan (Konstruksi)","Karawang, Jawa Barat",Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Requirements:- Candidate at least have a Associate Degree or Bachelor's Degree in Engineering (Environmental/Health/Safety) or any relevant major- At least 5 year of working experience as safety officer/HSE preferably from industrial manufacturing- Have valid AK3U Certificate issued by KEMNAKER- Understanding Food Safety System Certification (FSSC 22000) and ISO 9001- Strong critical thinking & problem solving- Excellent organizational skills, detail-oriented and creative with initiative of improvement- Have good understanding of factories safety/K3 procedure, environmental management, risk assessment and safety management systems- Good communication skill and have good both writing and speaking English (mandatory)- Understand about office administrative document- Able to driver car, have a driver lisence (SIM A)- More orientation to field work- The candidate must be willing to be placed in Cikarang and stationed in Karawang (West Java), , Job Responsibilities:- Make and run a safety management system based on government regulations- Ensure and supervise that all employees working safety- Ensuring a safe environment and the workplace- Control and monitoring chemical, scrap, and hazardous waste (B3)- Control implementation of Pest Control- Perform K3 Management System and its reporting (work accident report)- Reviewing risk assessment, JSA, and SOP of K3- Know the process of the extend doc permit about K3 or environment- Control and monitoring chemical, scrap and hazardous waste B3- Synergize with the GA team for potential hazards- Understand the implementation of OHSAS 18001 / ISO 45001:2018- Understand the procedures if an injury at work occurs, ",https://www.jobstreet.co.id/id/job/71875187?type=standout&ref=search-standalone,;
jt116,Research & Development Food,PT Sriboga Marugame Indonesia,Teknologi & Keamanan Pangan (Sains & Teknologi),Jakarta Raya,Penuh waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Responsibility:, Develop new grand menu/seasonal menu (following marketing year menu strategy, QA standard, Highly management instructions), use company recipe format and database.Research , develop, and monitor new product development projectUpgrade/revise the existing menu, Develop new grand menu/seasonal menu (following marketing year menu strategy, QA standard, Highly management instructions), use company recipe format and database., Research , develop, and monitor new product development project, Upgrade/revise the existing menu, Qualification:, S1 (Food Tech, Culinary or related major)Minimum 3 year experience in F&B Industry (advantages in Japanese F&B)Experience to develop food and beveragesStrong analytical and numerical skills, teamwork, ability to handle multiple projects simultaneously, technical report writingWrites details & accurate reports for analyses, experiments, or projects.Collaborating with marketing, QA, Purchasing and Operations to execute product concepts including innovation, reformulationCreative and proactive on problem solving, S1 (Food Tech, Culinary or related major), Minimum 3 year experience in F&B Industry (advantages in Japanese F&B), Experience to develop food and beverages, Strong analytical and numerical skills, teamwork, ability to handle multiple projects simultaneously, technical report writing, Writes details & accurate reports for analyses, experiments, or projects., Collaborating with marketing, QA, Purchasing and Operations to execute product concepts including innovation, reformulation, Creative and proactive on problem solving, ",https://www.jobstreet.co.id/id/job/71887877?type=standout&ref=search-standalone,;
